RecallID,RecallNumber,RetailerFirm
8005,17113,"AAFES, NEXCOM, PPG Paints stores nationwide and online at Amazon.com, DirectBuy.com, Eladders.com, Grainger.com, Groupon.com, Homedepot.com, Houzz.com, Laddersales.com, LittleGiantLadder.com, Lowes.com, Overstock.com, Samsclub.com, Target.com, Wayfair.com, Zorotools.com,1800Ladders.com and other Web retailers from March 2016 through February 2017 for between $200 and $320."
8004,17734,"DiscountSchoolSupply.com and Environments.com nationwide from January 2008 to October 2016 for about $50 for the pocket bib set, and $70 for the cover-up set."
8003,17112,"Polaris dealers nationwide from May 2014 through March 2017 for between $8,500 and $15,000."
8002,17111,Fuji Bicycle and Authorized Oval Concept dealers from April 2016 through October 2016 for between $2000 to $8000.
8000,17109,"Best Buy, GameStop and other stores nationwide and online at Amazon.com and other online retailers from February 2016 through February 2017 for about $40."
8001,17110,"Baby Elaine, Bluebelle, Le Bambini, The Hosiery Boutique, LIVLY and other specialty stores and online at Gilt.com, LivlyClothing.com and other websites from February 2016 through January 2017 for about $55 for the children?s two-piece pajama sets and $78 for the children?s robes."
7999,17108,"HVAC wholesale distributors including Ferguson Enterprises, FW Webb, Johnstone Supply, RE Michel Co and Sid Harvey Industries nationwide and from September 2011 through September 2016 for about $40."
7998,17107,Pier 1 Imports stores nationwide and online at www.Pier1.com from January 2013 through July 2016 for between $100 and $380.
7997,17106,Nordstrom stores nationwide and online at www.Nordstrom.com from November 2016 through January 2017 for about $60.
7995,17105,Sears stores nationwide and online at www.sears.com from April 2014 through October 2016 for about $200.
7996,17733,"L.L. Bean stores nationwide, L.L. Bean catalog and online at www.llbean.com from November 2016 through February 2017 for about $170 for the snowshoes and $200 for the snowshoe package."
7993,17103,"Goodman heating and cooling equipment dealers nationwide from November 2015 through October 2016 for between $300 and $600 per unit. Apartment complexes, townhouse and condominium associations and individuals then generally purchased a bundled product including the unit, the installation and ancillary parts and supplies."
7994,17104,"Target, Walgreens, Walmart and other retailers nationwide and online at Amazon.com, Babyhaven.com, Diapers.com, ToysRUs.com, Walgreens.com and other online retailers from January 2016 through February 2017 for between $5 and $7."
7992,17101,"Home Depot stores nationwide, in Canada and Mexico and online at www.homedepot.com from December 2015 through December 2016 for about $40."
7991,17102,"Polaris dealers nationwide from August 2015 through February 2017 for between $12,800 and $24,000."
7990,17100,"Electrical supply distributors, including Grainger, Rexel and Voss from May 2011 through August 2014 for about $40."
7989,17097,Pier 1 Imports stores nationwide and online at www.Pier1.com from August 2010 to February 2016 for between $5 and $14.
7988,17099,Dillard?s stores nationwide and online at www.dillards.com from September 2016 through December 2016 for about $40.
7987,17098,"In The Swim, Leslies Swimming Pool Supply, SCP Distributors and other pool product distributors nationwide and online at Amazon.com and Intheswim.com between May 2013 and March 2015 for about $3,000."
7984,17094,HVAC dealers and factory-direct sales nationwide from January 2002 through December 2009 for between $425 and $675.
7986,17096,"Walmart, Toys ?R? Us and other stores nationwide and online at www.littletikes.com and other websites from November 2009 through May 2014 for about $25."
7985,17095,"Authorized STIHL dealers nationwide from July 2012 through December 2016 for about $1,000."
7982,17092,"J.C. Penney, Kohl?s, Macy?s and other stores nationwide and online at www.Amazon.com from September 2008 through December 2016. The recalled knives were sold from September 2008 through December 2016 for $25 for a single knife to $300 for a knife block set."
7983,17093,"AAFES, Target, Toys ?R? Us and Walmart stores nationwide and online at Amazon.com from August 2016 through February 2017 for about $15 for the Lil Frog and $25 for the Lil Frog Lily Pad."
7981,17091,"Bed Bath & Beyond, Target, Walmart and other stores and online at www.amazon.com and www.sodastream.com from February 2016 through January 2017 for about $15."
7980,17090,"Piano stores nationwide from January 2009 through November 2016 for about $15,000."
7979,17088,"Babies R Us, buy buy Baby, Target and other stores nationwide, and online at Amazon.com, albeebaby.com, buybuybaby.com, diapers.com, ToysRUs.com and other websites from May 2011 through February 2017 for between $250 and $470 for the strollers and travel systems."
7978,17087,"Target stores nationwide and online at Target.com from January 2016 through July 2016 for about $150 for the benches and $1,000 for the dining sets when sold with the benches."
7977,17085,"Restoration Hardware Outlet stores nationwide and online at Restorationhardware.com from March 2012 through December 2016 for between $750 and $2,600."
7976,17084,"Disney On Ice and Disney Live shows from October 2016 through November 2016 for about $22. Show Location Dates Disney Live Buffalo, N.Y. October 23, 2016 Allentown, Pa. October 27-28, 2016 Erie, Pa. October 21, 2016 Hershey, Pa. October 22, 2016 Pittsburgh, Pa. October 14, 2016 Reading, Pa. October 30, 2016 Wilkes Barre, Pa. October 29, 2016 Charleston, W.Va. October 15, 2016 Wheeling, W.Va. October 16, 2016 Disney On Ice Baltimore, Md. October 27-30, 2016 Fairfax, Va. October 19-23, 2016 Knoxville, Tenn. November 2-6, 2016 Worcester, Mass. November 2-6, 2016 Salt Lake City, Utah November 10-13, 2016"
7975,17083,"La-Z-Boy Furniture Galleries and independent furniture stores nationwide and online at la-z-boy.com from September 2015 through November 2016 for between $1,900 and $2,800. The power supplies were also sold separately for about $170 and provided free under warranty as replacements for use with previously-purchased chairs."
7974,17732,"Best Buy, Sony retail stores, other consumer electronic stores nationwide and online at www.store.sony.com and other websites from February 2013 through October 2013 for between $550 and $1,000 as part of Sony VAIO laptops and for about $170 for battery packs sold separately."
7973,17082,"Restorationhardware.com and Rhbabyandchild.com from April 2015 through May 2016 for between $650 and $1,800."
7972,17081,"Walt Disney World � Resort in Lake Buena Vista, Fla., Disneyland� Resort in Anaheim, Calif., Shop Disney Parks mobile app, and online at DisneyStore.com from July 2016 through November 2016 for about $15."
7971,17080,Barnes & Noble stores and online at www.barnesandnoble.com from November 2016 to January 2017 for about $50.
7967,17078,Lowe?s stores nationwide and online at www.lowes.com from November 2008 to August 2016 for about $700 for the set.
7964,17075,"Full Line Furniture and children?s specialty stores nationwide and online at Amazon.com, Overstock.com, Target.com, ToysRUs.com, Wayfair.com, Zulilly.com and other online retailers from February 2011 to October 2016 for about $700."
7966,17077,"At Sears.com from January 2016 through July 2016 for about $1,260 for the four-piece lounge set and $1,300 for the five-piece dining set."
7965,17076,Home Depot stores nationwide and online at HomeDepot.com from January 2007 to February 2016 for about $190 for two-piece patio set and $500 for a seven-piece patio set.
7968,17730,"Amazon.com, Macys.com, Overstock.com and other online retailers from November 2015 through September 2016 for between $500 and $700."
7969,17731,"Amazon.com, Walmart.com, Wayfair.com and other online retailers from April 2014 through December 2016 for about $160."
7970,17079,"CMC Rescue in Goleta, Calif., Extractor Sled in Escondido, Calif., Excalibur in Sandy, Utah, Liberty Mountain in Sandy, Utah, Rescue Technology in Carrollton, Ga., Rock-n-Rescue in Butler, Pa., Tahoe Sports in South Lake Tahoe, Calif., and West Marine in Watsonville, Calif. from January 2016 through September 2016 for between $140 and $1,800."
7963,17074,IKEA stores nationwide and online at www.ikea-usa.com from February 2013 through December 2016 for about $25.
7962,17073,"Country Home Products catalog, website and authorized independent DR dealers nationwide from October 2015 through July 2016 for about $3,600."
7960,17071,"Best Buy, Walmart, Costco, Sam?s Club and authorized dealers nationwide and online at www.hp.com and other websites from March 2013 through October 2016 for between $300 and $1,700. The batteries were also sold separately for between $50 and $90."
7961,17072,Target stores nationwide from October 2016 through November 2016 for about $100.
7959,17070,"Bicycle stores nationwide from November 2014 through October 2016 for between $1,500 and $1,900 for bikes and March 2015 through November 2016 for aftermarket wheels for between $80 and $90."
7958,17729,RH Baby & Child stores nationwide and online at RHBabyandChild.com from October 2014 through October 2016 for about $50.
7957,17068,"Online at boostedboards.com from September 2016 through November 2016 for about $1,500."
7954,17726,"Can-Am dealers nationwide from October 2015 through December 2016 for between $10,000 and $15,700."
7956,17728,"Christmas Tree Shops, Christmas Tree Shops andThat!, and andThat! stores from October 2016 through November 2016 for about $150."
7955,17727,"Yamaha snowmobile dealers nationwide from August 2015 through April 2016 for between $12,800 and $14,100. The Mountain Performance Inc. (MPI) Turbo Kits were sold as an after-market accessory at Yamaha snowmobile dealers nationwide from March 2015 through September 2016 for about $3,300."
